664,1112.50,2.50,445,USA,2020-10-12 03:06:37+11,437167964,6
665,1235.40,2.90,426,China,2020-04-26 18:12:10+10,490596728,10
666,117.50,2.50,47,UK,2020-08-25 11:04:09+10,934392442,6
667,1297.40,2.60,499,Korea,2020-07-26 14:25:46+10,724454946,7
668,254.80,2.80,91,Australia,2019-03-11 07:17:23+11,660940406,9
669,1058.00,2.30,460,UK,2019-02-26 05:35:22+11,360032112,4
670,989.10,2.10,471,Japan,2020-05-12 13:01:51+10,554744260,1
671,417.90,2.10,199,China,2020-08-22 13:07:57+10,223244480,3
672,365.00,2.50,146,Japan,2020-08-28 16:00:32+10,150575773,6
673,226.20,2.60,87,UK,2020-04-12 18:15:28+10,883784841,7
674,597.50,2.50,239,Korea,2019-01-08 04:20:16+11,924710959,6
675,145.00,2.90,50,Korea,2019-08-17 06:53:56+10,434435483,10
676,1093.50,2.70,405,Australia,2019-06-01 14:51:52+10,705284144,8
677,1136.80,2.80,406,New Zealand,2019-08-05 07:27:42+10,25806528,9
678,428.40,2.10,204,Korea,2020-12-17 06:11:48+11,678327277,1
679,1078.00,2.80,385,China,2020-07-13 12:43:52+10,351817767,9
680,948.30,2.90,327,Japan,2020-05-10 05:14:19+10,309375343,10
681,518.40,2.40,216,Japan,2019-12-31 04:21:22+11,272711779,5
682,1317.60,2.70,488,Australia,2019-07-14 02:41:48+10,924940809,8
683,1099.20,2.40,458,Korea,2019-01-04 01:48:20+11,503769754,5
684,864.80,2.30,376,Korea,2020-12-13 18:04:34+11,681805125,4
685,985.40,2.60,379,UK,2020-04-19 00:43:04+10,821277894,7
686,681.50,2.90,235,UK,2019-07-24 04:03:52+10,716840886,10
687,972.00,2.70,360,USA,2019-06-03 18:16:14+10,749682268,8
688,291.60,2.70,108,Korea,2019-12-21 16:38:22+11,506703624,8
689,1185.60,2.40,494,China,2019-05-05 03:08:42+10,208097855,5
690,935.00,2.50,374,New Zealand,2019-08-13 01:14:35+10,884875853,6
691,1069.20,2.70,396,Korea,2019-01-28 01:12:40+11,960136054,8
692,403.00,2.60,155,UK,2020-06-24 19:32:57+10,108507675,7
693,342.50,2.50,137,Korea,2019-02-24 16:37:51+11,393405680,6
694,567.00,2.10,270,China,2019-02-15 05:16:03+11,188944798,1
695,1120.60,2.60,431,Australia,2019-07-21 13:32:42+10,933457214,7
696,697.20,2.80,249,New Zealand,2020-10-11 20:55:28+11,960751711,9
697,1197.50,2.50,479,New Zealand,2019-12-05 11:02:05+11,307511575,6
698,81.00,2.70,30,UK,2020-12-16 10:09:20+11,790117750,8
699,858.90,2.10,409,New Zealand,2019-12-17 11:18:42+11,336666371,3
700,312.90,2.10,149,UK,2020-09-06 18:29:01+10,457975830,1
701,1327.20,2.80,474,Korea,2020-01-11 17:59:05+11,878560705,9
702,142.60,2.30,62,China,2020-03-28 10:53:37+11,564609192,4
703,516.60,2.10,246,China,2019-06-23 03:16:39+10,282423971,1
704,763.60,2.30,332,Japan,2020-09-15 02:53:06+10,639170141,4
705,747.50,2.30,325,New Zealand,2019-01-05 00:29:51+11,432747161,4
706,600.00,2.50,240,China,2020-10-26 05:19:45+11,931194286,6
707,1058.40,2.70,392,USA,2020-12-09 22:14:34+11,425343778,8
708,496.80,2.30,216,Japan,2020-08-24 17:07:41+10,431550959,4
709,596.70,2.70,221,Korea,2020-09-30 09:24:47+10,322277559,8
710,680.40,2.10,324,UK,2020-12-21 03:04:21+11,333586296,1
711,327.80,2.20,149,UK,2020-09-10 11:46:05+10,314066916,2
712,725.00,2.90,250,USA,2019-04-15 10:07:46+10,607304239,10
713,945.00,2.70,350,New Zealand,2019-09-18 18:48:54+10,972852454,8
714,348.60,2.10,166,China,2020-05-04 23:02:31+10,66156548,1
715,1383.30,2.90,477,UK,2019-02-18 17:46:19+11,620521638,10
716,312.00,2.60,120,Japan,2019-05-16 06:11:37+10,734375391,7
717,411.60,2.10,196,Korea,2020-01-10 15:36:37+11,407435678,1
718,159.60,2.80,57,Korea,2019-12-11 11:16:25+11,66296162,9
719,1060.80,2.60,408,UK,2019-06-30 15:59:57+10,857650380,7
720,1386.20,2.90,478,UK,2020-12-05 21:11:48+11,921379998,10
721,243.60,2.80,87,New Zealand,2020-11-29 11:03:24+11,293118184,9
722,330.60,2.90,114,Australia,2020-01-30 19:48:14+11,51367574,10
723,692.50,2.50,277,Korea,2020-08-20 21:02:39+10,205006770,6
724,137.70,2.70,51,China,2020-12-25 21:00:11+11,238953917,8
725,896.00,2.80,320,Australia,2020-03-23 23:51:56+11,955143170,9
726,254.80,2.60,98,USA,2019-04-21 22:56:02+10,414085520,7
727,1029.60,2.20,468,Australia,2020-11-08 11:52:43+11,668121281,2
728,1141.40,2.60,439,UK,2020-06-29 05:51:54+10,391568471,7
729,488.80,2.60,188,China,2020-06-25 14:41:46+10,794683050,7
730,560.00,2.50,224,New Zealand,2019-02-27 18:22:58+11,777292503,6
731,1252.80,2.70,464,China,2020-06-23 16:21:44+10,276121257,8
732,953.40,2.10,454,USA,2019-10-27 21:37:14+11,227610074,1
733,361.40,2.60,139,Japan,2020-09-27 09:43:14+10,610309776,7
734,77.70,2.10,37,Korea,2019-06-28 22:21:54+10,65723162,1
735,876.30,2.30,381,Australia,2019-10-22 06:30:18+11,539937021,4
736,986.00,2.90,340,Korea,2020-08-16 01:53:50+10,913983230,10
737,996.30,2.70,369,Australia,2020-02-05 03:15:06+11,400009998,8
738,253.00,2.30,110,Korea,2020-11-02 19:29:46+11,844811338,4
739,792.00,2.20,360,Australia,2020-12-16 20:41:45+11,621518882,2
740,73.50,2.10,35,UK,2020-12-24 00:47:30+11,118875095,3
741,847.80,2.70,314,UK,2020-08-31 01:33:55+10,63642583,8
742,46.20,2.10,22,Japan,2020-10-08 23:50:32+11,595642089,3
743,304.80,2.40,127,UK,2020-02-27 19:02:28+11,26439048,5
744,1046.50,2.30,455,New Zealand,2020-03-13 09:14:22+11,94128378,4
745,709.80,2.10,338,China,2020-01-03 03:31:29+11,323977373,1
746,1021.20,2.30,444,UK,2019-06-02 17:20:44+10,843268380,4
747,760.20,2.10,362,USA,2020-03-24 09:49:40+11,569769566,1
748,501.70,2.90,173,China,2019-12-26 16:22:59+11,919986025,10
749,864.00,2.40,360,USA,2020-01-27 01:24:29+11,544810322,5
750,437.40,2.70,162,UK,2020-04-17 23:08:36+10,623216555,8
751,190.90,2.30,83,Australia,2020-10-09 07:31:39+11,931958710,4
752,1037.40,2.10,494,Australia,2019-10-28 09:18:38+11,51528458,1
753,977.50,2.30,425,USA,2020-04-16 01:48:16+10,106911941,4
754,1078.70,2.30,469,Japan,2020-10-27 12:07:16+11,704749972,4
755,644.00,2.30,280,New Zealand,2019-04-15 19:01:41+10,743601658,4
756,50.60,2.20,23,Japan,2020-11-02 15:55:12+11,319290707,2
757,1165.80,2.90,402,Japan,2020-03-29 08:32:48+11,862638047,10
758,1095.60,2.20,498,USA,2019-06-02 11:46:04+10,837214694,2
759,930.90,2.90,321,Japan,2020-05-08 09:25:20+10,435822584,10
760,831.60,2.10,396,New Zealand,2020-12-21 04:37:38+11,387122287,1
761,330.20,2.60,127,New Zealand,2020-06-24 09:09:37+10,956325945,7
762,1238.30,2.90,427,UK,2019-06-18 16:32:19+10,508716574,10
763,165.30,2.90,57,Korea,2019-06-29 08:22:44+10,310065652,10
764,182.00,2.60,70,Australia,2019-04-23 16:36:38+10,277898069,7
765,321.30,2.10,153,Korea,2020-09-26 11:13:41+10,551588252,3
766,151.20,2.10,72,China,2019-06-17 14:27:14+10,527754536,3
767,1307.60,2.80,467,USA,2019-08-17 09:32:07+10,891280701,9
768,1090.80,2.70,404,New Zealand,2019-03-18 12:01:13+11,618704424,8
769,985.00,2.50,394,China,2020-10-12 05:15:53+11,655334938,6
770,330.20,2.60,127,New Zealand,2020-01-04 02:56:17+11,729589671,7
771,430.00,2.50,172,New Zealand,2019-01-07 18:57:36+11,550755683,6
772,637.20,2.70,236,New Zealand,2020-12-22 11:04:19+11,513505883,8
773,213.40,2.20,97,Japan,2019-10-06 22:36:53+11,582843909,2
774,507.50,2.50,203,Japan,2019-04-23 05:51:20+10,558630428,6
775,955.50,2.10,455,New Zealand,2020-09-17 16:22:19+10,641741292,1
776,1171.60,2.90,404,UK,2019-02-08 06:28:50+11,632607153,10
777,461.10,2.90,159,Japan,2019-11-01 21:32:30+11,874882894,10
778,58.80,2.80,21,UK,2020-05-20 10:16:56+10,724713020,9
779,110.00,2.50,44,Australia,2019-12-30 13:08:42+11,104839608,6
780,507.00,2.60,195,Japan,2019-11-22 15:46:19+11,855640728,7
781,1201.50,2.70,445,Japan,2019-08-28 14:23:01+10,69706365,8
782,426.30,2.10,203,UK,2020-05-14 03:44:07+10,505897256,1
783,1058.50,2.90,365,China,2020-08-21 18:06:21+10,588278948,10
784,474.60,2.10,226,Australia,2019-03-11 14:40:54+11,598387930,3
785,580.80,2.40,242,New Zealand,2019-03-25 19:14:00+11,342660663,5
786,371.80,2.60,143,New Zealand,2019-07-05 10:23:10+10,304505895,7
787,404.80,2.20,184,Australia,2019-08-11 09:19:10+10,46942738,2
788,658.00,2.80,235,Australia,2019-06-01 05:31:46+10,893900496,9
789,552.50,2.50,221,UK,2020-04-10 11:26:31+10,399300045,6
790,336.00,2.40,140,New Zealand,2020-10-04 11:59:48+11,787249146,5
791,1211.60,2.60,466,New Zealand,2019-05-09 00:43:58+10,972815050,7
792,472.50,2.10,225,UK,2019-10-24 12:26:38+11,362153495,3
793,672.00,2.40,280,UK,2019-07-01 11:13:12+10,836119566,5
794,96.60,2.30,42,Japan,2019-04-30 20:54:53+10,32645495,4
795,302.40,2.10,144,Australia,2019-09-17 07:28:50+10,584233943,1
796,364.00,2.80,130,UK,2019-01-23 21:51:27+11,837682080,9
797,134.40,2.40,56,New Zealand,2019-03-27 23:23:25+11,529419056,5
798,67.20,2.10,32,USA,2020-01-10 15:54:56+11,277015374,3
799,421.20,2.60,162,Korea,2020-04-22 18:21:03+10,281075101,7
800,465.40,2.60,179,New Zealand,2019-12-19 05:22:43+11,884424655,7
801,110.20,2.90,38,USA,2019-06-09 18:33:48+10,878797204,10
802,168.20,2.90,58,Japan,2020-05-03 22:07:50+10,575634999,10
803,605.00,2.20,275,Australia,2020-12-15 10:11:02+11,627307043,2
804,520.80,2.10,248,Japan,2019-11-06 10:26:58+11,422984165,1
805,1125.80,2.60,433,UK,2020-05-22 03:01:13+10,405229668,7
806,178.50,2.10,85,Japan,2019-10-28 17:17:17+11,123979599,3
807,194.30,2.90,67,New Zealand,2019-04-05 13:44:38+11,868972950,10
808,78.20,2.30,34,UK,2020-07-15 19:01:12+10,557427838,4
809,525.80,2.20,239,New Zealand,2020-11-01 14:21:51+11,772336606,2
810,295.20,2.40,123,UK,2020-06-07 22:42:39+10,758662727,5
811,1037.40,2.60,399,China,2019-07-31 23:13:52+10,159263608,7
812,436.80,2.10,208,New Zealand,2020-08-28 03:34:44+10,145489892,3
813,565.40,2.20,257,Japan,2019-07-11 07:08:51+10,844760593,2
814,830.40,2.40,346,Korea,2019-07-23 05:32:19+10,196582509,5
815,561.60,2.40,234,New Zealand,2020-01-23 19:20:35+11,562274838,5
816,1095.00,2.50,438,UK,2019-06-18 00:43:10+10,784508196,6
817,512.50,2.50,205,New Zealand,2019-11-19 06:12:01+11,831468649,6
818,782.60,2.60,301,Japan,2019-07-05 06:32:46+10,39260024,7
819,682.00,2.20,310,Japan,2019-10-28 03:20:27+11,434268536,2
820,138.00,2.30,60,UK,2020-10-24 16:28:04+11,980826249,4
821,1025.00,2.50,410,USA,2019-08-29 08:05:46+10,363068834,6
822,537.60,2.10,256,Australia,2020-11-21 06:13:44+11,766543477,1
823,924.00,2.40,385,Japan,2020-06-05 08:42:00+10,721269831,5
824,465.00,2.50,186,New Zealand,2020-07-05 03:57:53+10,627974413,6
825,506.40,2.40,211,USA,2020-05-04 11:40:16+10,925531569,5
826,599.40,2.70,222,USA,2020-09-17 12:15:08+10,683287528,8
827,357.50,2.50,143,Australia,2019-10-19 20:00:09+11,763881839,6
828,788.40,2.70,292,Japan,2019-02-24 07:55:38+11,16475014,8
829,983.10,2.90,339,China,2020-09-28 21:25:23+10,662553601,10
830,962.80,2.90,332,UK,2019-12-28 23:49:55+11,364501702,10
831,542.80,2.30,236,Australia,2019-08-23 08:33:04+10,81938475,4
832,926.10,2.10,441,UK,2020-03-12 23:13:29+11,300886781,3
833,844.80,2.20,384,USA,2019-03-08 21:49:42+11,873494820,2
834,866.80,2.20,394,Korea,2019-05-02 13:06:50+10,209580429,2
835,797.50,2.90,275,Japan,2020-02-13 12:03:48+11,817731477,10
836,487.20,2.40,203,Japan,2020-10-03 00:19:41+10,459786575,5
837,1160.00,2.50,464,Australia,2020-08-05 00:45:29+10,856420510,6
838,275.40,2.70,102,Korea,2020-10-26 09:32:19+11,10214982,8
839,977.50,2.30,425,Korea,2019-04-10 09:55:04+10,509011285,4
840,65.00,2.60,25,UK,2020-04-02 06:48:57+11,359599564,7
841,790.00,2.50,316,Japan,2019-08-13 11:40:05+10,862030568,6
842,640.50,2.10,305,New Zealand,2020-03-03 03:30:36+11,348563261,3
843,497.20,2.20,226,USA,2020-06-23 13:59:59+10,565658364,2
844,858.90,2.10,409,New Zealand,2020-05-05 11:24:08+10,826105939,3
845,459.90,2.10,219,New Zealand,2020-01-03 22:27:03+11,785620310,1
846,812.00,2.90,280,China,2020-10-03 03:23:28+10,140309045,10
847,893.20,2.80,319,UK,2019-12-17 13:26:14+11,982558788,9
848,894.70,2.30,389,UK,2019-04-23 22:25:26+10,908941113,4
849,252.00,2.10,120,Korea,2020-08-15 01:26:57+10,949588102,3
850,858.40,2.90,296,Australia,2019-12-15 17:49:05+11,492506981,10
851,337.50,2.70,125,Korea,2020-12-26 00:38:41+11,958930286,8
852,94.30,2.30,41,Korea,2020-08-29 17:14:37+10,191443691,4
853,1036.80,2.70,384,Australia,2019-11-25 23:58:36+11,104522276,8
854,739.20,2.20,336,USA,2019-09-24 10:08:29+10,569179635,2
855,811.20,2.60,312,New Zealand,2019-08-23 04:19:36+10,680487581,7
856,287.50,2.30,125,New Zealand,2019-09-22 07:11:27+10,209229372,4
857,595.70,2.30,259,China,2019-12-20 07:32:24+11,829506031,4
858,103.60,2.80,37,UK,2020-12-02 18:14:30+11,157639710,9
859,706.20,2.20,321,New Zealand,2020-05-17 05:03:21+10,374725705,2
860,231.00,2.10,110,Korea,2019-11-23 15:29:16+11,396471059,1
861,852.60,2.90,294,USA,2019-05-22 21:13:18+10,588841744,10
862,803.30,2.90,277,UK,2020-06-05 08:43:38+10,561879729,10
863,665.00,2.50,266,UK,2019-07-21 17:28:03+10,958064841,6
864,413.10,2.70,153,Australia,2019-07-09 09:17:32+10,303452008,8
865,916.40,2.90,316,New Zealand,2019-04-04 04:07:39+11,811110579,10
866,710.50,2.90,245,Australia,2020-01-10 02:08:17+11,292513671,10
867,445.50,2.70,165,Korea,2019-09-12 05:37:34+10,563855047,8
868,426.60,2.70,158,Australia,2019-02-17 17:55:59+11,696851330,8
869,345.60,2.40,144,Japan,2019-07-09 15:24:16+10,572733651,5
870,331.80,2.10,158,China,2020-10-04 12:53:34+11,428613868,3
871,124.20,2.70,46,Korea,2020-01-23 20:13:43+11,701860375,8
872,1031.40,2.70,382,USA,2019-01-29 09:42:03+11,276008024,8
873,90.30,2.10,43,Australia,2019-04-05 09:59:43+11,784416530,1
874,638.00,2.90,220,Korea,2020-07-10 02:46:40+10,64887141,10
875,262.20,2.30,114,China,2019-03-13 07:24:59+11,955983001,4
876,148.20,2.60,57,Korea,2019-07-20 03:26:25+10,513937628,7
877,592.80,2.60,228,Australia,2020-08-29 08:53:06+10,305177460,7
878,840.00,2.10,400,New Zealand,2019-02-03 05:07:21+11,667925541,3
879,859.60,2.80,307,UK,2020-08-29 10:38:38+10,783208495,9
880,95.20,2.80,34,UK,2019-06-24 01:39:37+10,151446534,9
881,891.00,2.20,405,Australia,2019-07-16 04:29:19+10,982636424,2
882,669.20,2.80,239,USA,2020-12-03 07:46:58+11,208588060,9
883,572.40,2.70,212,New Zealand,2020-11-08 13:01:38+11,974038798,8
884,683.10,2.30,297,USA,2020-07-21 04:04:59+10,595458269,4
885,274.40,2.80,98,Australia,2020-11-01 21:39:05+11,618412295,9
886,101.20,2.30,44,Korea,2019-10-08 21:34:36+11,960046608,4
887,565.80,2.30,246,China,2020-03-08 14:20:15+11,108316732,4
888,403.00,2.60,155,Korea,2019-04-02 18:37:22+11,272907376,7
889,342.50,2.50,137,USA,2020-06-22 09:25:20+10,215981658,6
890,254.80,2.60,98,China,2019-11-28 10:29:20+11,327467471,7
891,829.40,2.20,377,Korea,2020-05-19 13:46:05+10,396968596,2
892,657.30,2.10,313,Japan,2019-08-12 20:39:03+10,256548089,3
893,306.60,2.10,146,UK,2020-01-23 09:36:47+11,387925559,3
894,696.90,2.30,303,Australia,2019-12-12 23:32:37+11,367144426,4
895,506.00,2.20,230,Australia,2019-08-16 18:48:00+10,878671342,2
896,67.20,2.10,32,Australia,2020-08-18 16:53:33+10,345059431,3
897,116.00,2.90,40,Australia,2020-07-22 20:40:43+10,167859812,10
898,966.00,2.10,460,UK,2019-04-11 01:09:53+10,555012803,3
899,1254.40,2.80,448,Korea,2020-09-09 14:37:51+10,83415864,9
900,673.90,2.30,293,Japan,2020-04-23 20:40:02+10,782874030,4
901,653.40,2.70,242,Australia,2020-06-18 17:22:53+10,948037266,8
902,493.00,2.90,170,UK,2019-04-11 17:10:47+10,895490810,10
903,576.00,2.40,240,Japan,2019-05-13 13:44:21+10,889497317,5
904,674.80,2.80,241,Japan,2019-09-10 14:14:40+10,804642821,9
905,536.50,2.90,185,Japan,2019-08-29 12:34:00+10,372117655,10
906,729.00,2.70,270,China,2020-02-21 12:12:02+11,792581525,8
907,1225.00,2.50,490,Korea,2020-07-01 17:29:51+10,18096118,6
908,1022.40,2.40,426,Japan,2019-11-13 21:05:25+11,586907043,5
909,1236.60,2.70,458,Australia,2019-12-09 23:12:16+11,786863012,8
910,174.30,2.10,83,Japan,2019-10-07 13:22:20+11,885142759,3
911,230.40,2.40,96,New Zealand,2019-06-13 04:42:01+10,493697370,5
912,804.00,2.40,335,Korea,2019-10-04 05:14:17+10,711477074,5
913,769.60,2.60,296,USA,2020-01-14 13:12:48+11,543825323,7
914,1047.50,2.50,419,Japan,2019-07-03 08:31:44+10,844076221,6
915,403.10,2.90,139,UK,2020-07-09 19:19:59+10,359087014,10
916,710.40,2.40,296,UK,2020-01-09 01:35:44+11,188606799,5
917,162.40,2.90,56,UK,2019-01-22 22:27:39+11,31807178,10
918,319.20,2.10,152,Korea,2019-09-21 08:49:40+10,319904584,3
919,678.30,2.10,323,New Zealand,2019-01-20 22:04:44+11,179300714,3
920,512.40,2.80,183,Japan,2019-04-16 04:07:52+10,219526436,9
921,319.20,2.10,152,UK,2019-09-12 01:59:37+10,10554972,3
922,313.60,2.80,112,Japan,2020-03-10 22:40:18+11,825707478,9
923,990.60,2.60,381,UK,2020-11-21 15:24:51+11,473093916,7
924,770.00,2.50,308,Japan,2019-12-05 21:27:55+11,22995270,6
925,951.20,2.90,328,Australia,2020-03-19 19:30:47+11,882969549,10
926,292.60,2.20,133,UK,2019-03-04 19:25:27+11,571893407,2
927,74.80,2.20,34,New Zealand,2020-06-28 19:11:44+10,329934431,2
928,371.70,2.10,177,Australia,2020-08-07 05:38:22+10,108799159,3
929,527.80,2.60,203,Korea,2020-08-21 12:09:47+10,487739002,7
930,1101.70,2.30,479,Korea,2020-09-15 13:10:26+10,353563499,4
931,751.80,2.10,358,Japan,2019-05-27 14:51:51+10,19552415,3
932,1037.40,2.10,494,USA,2020-05-06 08:04:37+10,357507975,1
933,1120.00,2.80,400,USA,2019-06-19 14:04:51+10,239869939,9
934,317.40,2.30,138,Korea,2019-02-07 13:05:46+11,370350090,4
935,71.40,2.10,34,Korea,2020-08-27 10:49:42+10,747194748,1
936,600.00,2.40,250,UK,2020-01-28 01:55:37+11,790826221,5
937,982.80,2.10,468,UK,2020-08-18 11:30:39+10,297201303,3
938,893.20,2.90,308,China,2019-08-29 18:37:44+10,271579505,10
939,371.70,2.10,177,Australia,2019-12-24 05:44:55+11,777597545,3
940,791.70,2.10,377,Japan,2020-06-02 07:34:17+10,30355476,3
941,1137.60,2.40,474,UK,2020-10-15 09:51:36+11,307882573,5
942,1014.20,2.20,461,UK,2020-10-14 01:36:18+11,461050132,2
943,377.20,2.30,164,Australia,2020-08-27 02:14:51+10,175520832,4
